country	year	pop	continent	lifeExp	gdpPercap
France	1965	48763000	Europe	71.15	11985.95392
France	1966	49194000	Europe	71.56	12511.09646
France	1967	49569000	Europe	71.55	12999.91766
France	1968	49934000	Europe	71.54	13457.29711
France	1969	50353000	Europe	71.27	14289.38322
France	1970	50787000	Europe	72.16	14979.38205
France	1971	51285000	Europe	72.13	15554.55925
France	1972	51732000	Europe	72.38	16107.19171
France	1973	52157000	Europe	72.54	16853.49326
France	1974	52503000	Europe	72.89	17266.97996
France	1975	52758427	Europe	72.98	17140.24026
France	1976	52953613	Europe	73.22	17799.33496
France	1977	53165019	Europe	73.83	18292.63514
France	1978	53380649	Europe	73.95	18825.95486
France	1979	53605523	Europe	74.26	19409.07809
France	1980	53869743	Europe	74.35	19660.01861
France	1981	54147284	Europe	74.51	19835.85601
France	1982	54433565	Europe	74.89	20293.89746
France	1983	54649810	Europe	74.87	20643.23289
France	1984	54946500	Europe	75.37	20888.34207
France	1985	55171224	Europe	75.47	21225.41215
France	1986	55387361	Europe	75.75	21656.22833
France	1987	55630100	Europe	76.34	22066.44214
France	1988	55873463	Europe	76.57	22990.10356
France	1989	56416625	Europe	76.7	23669.58284
France	1990	56735161	Europe	76.99	24182.34052
France	1991	57055448	Europe	77.17	24382.98257
France	1992	57374179	Europe	77.46	24703.79615
France	1993	57658289	Europe	77.51	24334.03492
France	1994	57906847	Europe	77.95	24747.81699
France	1995	58149727	Europe	78.07	25214.34926
France	1996	58388408	Europe	78.28	25406.80475
France	1997	58623428	Europe	78.64	25889.78487
France	1998	58866290	Europe	78.81	26704.51324
France	1999	59116128	Europe	78.94	27466.21016
France	2000	59381628	Europe	79.25	28443.62305
France	2001	59658144	Europe	79.44	28827.72241
France	2002	59925035	Europe	79.59	28926.03234
France	2003	60180529	Europe	79.59	28970.5971
France	2004	60424213	Europe	80.52	29466.09716
France	2005	60656178	Europe	80.5	29644
France	2007	61083916	Europe	80.657	30470.0167
French Guiana	2002	182333	Americas	75.142	8869.848746
French Polynesia	1967	102756	Oceania	59.191	14244.02282
French Polynesia	1972	124000	Oceania	60.926	14567.15624
French Polynesia	1977	138156	Oceania	62.427	16682.10682
French Polynesia	1982	160416	Oceania	66.234	19673.48757
French Polynesia	1987	185839	Oceania	68.211	23454.40806
French Polynesia	1992	212174	Oceania	70.182	24021.20192
French Polynesia	1997	235770	Oceania	71.821	22634.06126
French Polynesia	2002	257847	Oceania	73.01	25224.32969
French Polynesia	2007	278633	Oceania	74.057	26766.84485
Gabon	1952	420702	Africa	37.003	4293.476475
Gabon	1957	434904	Africa	38.999	4976.198099
Gabon	1962	455661	Africa	40.489	6631.459222
Gabon	1967	489004	Africa	44.598	8358.761987
Gabon	1972	537977	Africa	48.69	11401.94841
Gabon	1977	706367	Africa	52.79	21745.57328
Gabon	1982	753874	Africa	56.564	15113.36194
Gabon	1987	880397	Africa	60.19	11864.40844
Gabon	1992	985739	Africa	61.366	13522.15752
Gabon	1997	1126189	Africa	60.461	14722.84188
Gabon	2002	1299304	Africa	56.761	12521.71392
Gabon	2007	1454867	Africa	56.735	13206.48452
Gambia	1952	284320	Africa	30	485.2306591
Gambia	1957	323150	Africa	32.065	520.9267111
Gambia	1962	374020	Africa	33.896	599.650276
Gambia	1967	439593	Africa	35.857	734.7829124
Gambia	1972	517101	Africa	38.308	756.0868363
Gambia	1977	608274	Africa	41.842	884.7552507
Gambia	1982	715523	Africa	45.58	835.8096108
Gambia	1987	848406	Africa	49.265	611.6588611
Gambia	1992	1025384	Africa	52.644	665.6244126
Gambia	1997	1235767	Africa	55.861	653.7301704
Gambia	2002	1457766	Africa	58.041	660.5855997
Gambia	2007	1688359	Africa	59.448	752.7497265
Georgia	1967	4564785	FSU	66.654	3029.799086
Georgia	1972	4786475	FSU	68.158	3741.226071
Georgia	1977	4963464	FSU	69.634	5086.053989
Georgia	1982	5101213	FSU	69.638	6359.829881
Georgia	1987	5239970	FSU	70.45	6514.539988
Georgia	1992	5355289	FSU	70.465	2393.030934
Georgia	1997	4883476	FSU	70.49	2085.641338
Georgia	2002	4728357	FSU	70.476	2637.562323
Georgia	2007	4646003	FSU	70.987	4386.560389
Germany	1950	68374572	Europe	66.47296	6090.034207
Germany	1952	69145952	Europe	67.5	7144.114393
Germany	1957	71019069	Europe	69.1	10187.82665
Germany	1962	73739117	Europe	70.3	12902.46291
Germany	1967	76368453	Europe	70.8	14745.62561
Germany	1972	78717088	Europe	71	18016.18027
Germany	1977	78160773	Europe	72.5	20512.92123
Germany	1982	78335266	Europe	73.8	22031.53274
Germany	1987	77718298	Europe	74.847	24639.18566
Germany	1991	79984244	Europe	75.61	26127.05882
Germany	1992	80597764	Europe	76.07	26505.30317
Germany	1993	81132272	Europe	76.15	26119.4586
Germany	1994	81414164	Europe	76.47	26720.64284
Germany	1995	81653702	Europe	76.65	27145.95792
Germany	1996	81890667	Europe	76.9	27336.46604
Germany	1997	82011073	Europe	77.34	27788.88416
Germany	1998	82023672	Europe	77.7	28291.5981
Germany	1999	82074778	Europe	77.94	28842.65612
Germany	2000	82187909	Europe	78.21	29726.87876
Germany	2001	82280551	Europe	78.57	30061.39867
Germany	2002	82350671	Europe	78.67	30035.80198
Germany	2003	82398326	Europe	78.74	29952.93665
Germany	2004	82424609	Europe	79.33	30260.6614
Germany	2005	82431390	Europe	79.46	30496
Germany	2006	82422299	Europe	79.79	31374.42754
Germany	2007	82400996	Europe	79.406	32170.37442
Ghana	1952	5581001	Africa	43.149	911.2989371
Ghana	1957	6391288	Africa	44.779	1043.561537
Ghana	1962	7355248	Africa	46.452	1190.041118
Ghana	1967	8490213	Africa	48.072	1125.69716
Ghana	1972	9354120	Africa	49.875	1178.223708
Ghana	1977	10538093	Africa	51.756	993.2239571
Ghana	1982	11400338	Africa	53.744	876.032569
Ghana	1987	14168101	Africa	55.729	847.0061135
Ghana	1992	16278738	Africa	57.501	925.060154
Ghana	1997	18418288	Africa	58.556	1005.245812
Ghana	2002	20550751	Africa	58.453	1111.984578
Ghana	2007	22873338	Africa	60.022	1327.60891
Greece	1950	7566028	Europe	65.7	3293.034773
Greece	1952	7733250	Europe	65.86	3530.690067
Greece	1957	8096218	Europe	67.86	4916.299889
Greece	1962	8448233	Europe	69.51	6017.190733
Greece	1967	8716441	Europe	71	8513.097016
Greece	1972	8888628	Europe	72.34	12724.82957
Greece	1977	9308479	Europe	73.68	14195.52428
Greece	1982	9786480	Europe	75.24	15268.42089
Greece	1987	9974490	Europe	76.67	16120.52839
Greece	1992	10325429	Europe	77.03	17541.49634
Greece	1997	10502372	Europe	77.869	18747.69814
Greece	2002	10603863	Europe	78.256	22514.2548
Greece	2007	10706290	Europe	79.483	27538.41188
Grenada	1972	96618	Americas	64.577	2404.583938
Grenada	1977	94280	Americas	65.035	3439.562709
Grenada	1982	92112	Americas	65.503	3872.355321
Grenada	1987	92719	Americas	66.002	4947.827429
Grenada	1992	91487	Americas	66.469	6098.92279
Grenada	1997	90005	Americas	66.986	6690.021834
Grenada	2002	89211	Americas	67.746	8365.58996
Grenada	2007	89971	Americas	68.724	9148.007954
Guadeloupe	2002	435739	Americas	78.405	6987.870004
Guatemala	1952	3146381	Americas	42.023	2428.237769
Guatemala	1957	3640876	Americas	44.142	2617.155967
Guatemala	1962	4208858	Americas	46.954	2750.364446
Guatemala	1967	4690773	Americas	50.016	3242.531147
Guatemala	1972	5149581	Americas	53.738	4031.408271
Guatemala	1977	5703430	Americas	56.029	4879.992748
Guatemala	1982	6395630	Americas	58.137	4820.49479
Guatemala	1987	7326406	Americas	60.782	4246.485974
Guatemala	1992	8486949	Americas	63.373	4439.45084
Guatemala	1997	9803875	Americas	66.322	4684.313807
Guatemala	2002	11178650	Americas	68.978	4858.347495
Guatemala	2007	12572928	Americas	70.259	5186.050003
Guinea	1952	2664249	Africa	33.609	510.1964923
Guinea	1957	2876726	Africa	34.558	576.2670245
Guinea	1962	3140003	Africa	35.753	686.3736739
Guinea	1967	3451418	Africa	37.197	708.7595409
Guinea	1972	3811387	Africa	38.842	741.6662307
Guinea	1977	4227026	Africa	40.762	874.6858643
Guinea	1982	4710497	Africa	42.891	857.2503577
Guinea	1987	5650262	Africa	45.552	805.5724718
Guinea	1992	6990574	Africa	48.576	794.3484384
Guinea	1997	8048834	Africa	51.455	869.4497668
Guinea	2002	8807818	Africa	53.676	945.5835837
Guinea	2007	9947814	Africa	56.007	942.6542111
Guinea-Bissau	1952	580653	Africa	32.5	299.850319
Guinea-Bissau	1957	601095	Africa	33.489	431.7904566
Guinea-Bissau	1962	627820	Africa	34.488	522.0343725
Guinea-Bissau	1967	601287	Africa	35.492	715.5806402
Guinea-Bissau	1972	625361	Africa	36.486	820.2245876
Guinea-Bissau	1977	745228	Africa	37.465	764.7259628
Guinea-Bissau	1982	825987	Africa	39.327	838.1239671
Guinea-Bissau	1987	927524	Africa	41.245	736.4153921
Guinea-Bissau	1992	1050938	Africa	43.266	745.5398706
Guinea-Bissau	1997	1193708	Africa	44.873	796.6644681
Guinea-Bissau	2002	1332459	Africa	45.504	575.7047176
Guinea-Bissau	2007	1472041	Africa	46.388	579.231743
Guyana	1962	597896	Americas	57.32	2202.776732
Guyana	1967	672848	Americas	59.187	2325.092727
Guyana	1972	742869	Americas	59.958	2439.146406
Guyana	1977	758334	Americas	60.651	2760.808387
Guyana	1982	761673	Americas	60.923	2334.359864
Guyana	1987	755464	Americas	61.79	2169.065751
Guyana	1992	747460	Americas	62.531	2234.654246
Guyana	1997	746336	Americas	62.06	3131.958941
Guyana	2002	759104	Americas	63.578	3237.953172
Guyana	2007	769095	Americas	66.827	3586.042643
Haiti	1952	3201488	Americas	37.579	1840.366939
Haiti	1957	3507701	Americas	40.696	1726.887882
Haiti	1962	3880130	Americas	43.59	1796.589032
Haiti	1967	4318137	Americas	46.243	1452.057666
Haiti	1972	4698301	Americas	48.042	1654.456946
Haiti	1977	4908554	Americas	49.923	1874.298931
Haiti	1982	5198399	Americas	51.461	2011.159549
Haiti	1987	5756203	Americas	53.636	1823.015995
Haiti	1992	6326682	Americas	55.089	1456.309517
Haiti	1997	6913545	Americas	56.671	1341.726931
Haiti	2002	7607651	Americas	58.137	1270.364932
Haiti	2007	8502814	Americas	60.916	1201.637154
Honduras	1952	1517453	Americas	41.912	2194.926204
Honduras	1957	1770390	Americas	44.665	2220.487682
Honduras	1962	2090162	Americas	48.041	2291.156835
Honduras	1967	2500689	Americas	50.924	2538.269358
Honduras	1972	2965146	Americas	53.884	2529.842345
Honduras	1977	3055235	Americas	57.402	3203.208066
Honduras	1982	3669448	Americas	60.909	3121.760794
Honduras	1987	4372203	Americas	64.492	3023.096699
Honduras	1992	5077347	Americas	66.399	3081.694603
Honduras	1997	5867957	Americas	67.659	3160.454906
Honduras	2002	6677328	Americas	68.565	3099.72866
Honduras	2007	7483763	Americas	70.198	3548.330846
Hong Kong, China	1952	2125900	Asia	60.96	3054.421209
Hong Kong, China	1957	2736300	Asia	64.75	3629.076457
Hong Kong, China	1962	3305200	Asia	67.65	4692.648272
Hong Kong, China	1967	3722800	Asia	70	6197.962814
Hong Kong, China	1972	4115700	Asia	72	8315.928145
Hong Kong, China	1977	4583700	Asia	73.6	11186.14125
Hong Kong, China	1982	5264500	Asia	75.45	14560.53051
Hong Kong, China	1987	5584510	Asia	76.2	20038.47269
Hong Kong, China	1992	5829696	Asia	77.601	24757.60301
Hong Kong, China	1997	6495918	Asia	80	28377.63219
Hong Kong, China	2002	6762476	Asia	81.495	30209.01516
Hong Kong, China	2007	6980412	Asia	82.208	39724.97867
Hungary	1950	9338000	Europe	62.07	4726.19128
Hungary	1951	9423000	Europe	62.46	5135.947955
Hungary	1952	9504000	Europe	64.03	5263.673816
Hungary	1953	9595000	Europe	63.87	5308.48868
Hungary	1954	9706000	Europe	65.43	5431.85557
Hungary	1955	9825000	Europe	66.88	5850.989
Hungary	1956	9911000	Europe	66.04	5537.722375
Hungary	1957	9839000	Europe	66.41	6040.180011
Hungary	1958	9882000	Europe	67.42	6416.726703
Hungary	1959	9937000	Europe	67.32	6639.866073
Hungary	1960	9983512	Europe	68.09	6954.291576
Hungary	1961	10029000	Europe	69.02	7272.793578
Hungary	1962	10063000	Europe	67.96	7550.359877
Hungary	1963	10091000	Europe	68.98	7942.533059
Hungary	1964	10124000	Europe	69.48	8362.477399
Hungary	1965	10152934	Europe	69.17	8403.477994
Hungary	1966	10184561	Europe	69.93	8854.418758
Hungary	1967	10223422	Europe	69.5	9326.64467
Hungary	1968	10263542	Europe	69.33	9403.183999
Hungary	1969	10302814	Europe	69.4	9647.235758
Hungary	1970	10337004	Europe	69.24	9581.972224
Hungary	1971	10364869	Europe	69.13	9982.612568
Hungary	1972	10394091	Europe	69.76	10168.65611
Hungary	1973	10425984	Europe	69.63	10663.66869
Hungary	1974	10471272	Europe	69.35	10892.94031
Hungary	1975	10531820	Europe	69.4	11062.45819
Hungary	1976	10588729	Europe	69.69	11035.56516
Hungary	1977	10637171	Europe	69.95	11674.83737
Hungary	1978	10673300	Europe	69.49	11917.24411
Hungary	1979	10698234	Europe	69.7	11912.90808
Hungary	1980	10711122	Europe	69.11	12018.55475
Hungary	1981	10711848	Europe	69.17	12102.59883
Hungary	1982	10705535	Europe	69.39	12545.99066
Hungary	1983	10689463	Europe	68.95	12435.83335
Hungary	1984	10668095	Europe	68.99	12786.878
Hungary	1985	10648713	Europe	68.93	12495.19625
Hungary	1986	10630563	Europe	69.13	12767.15527
Hungary	1987	10612740	Europe	69.58	12986.47998
Hungary	1988	10442500	Europe	69.96	13399.3031
Hungary	1989	10397959	Europe	69.41	13155.25136
Hungary	1990	10371878	Europe	69.39	12308.90783
Hungary	1991	10364737	Europe	69.45	10851.83045
Hungary	1992	10348684	Europe	69.17	10535.62855
Hungary	1993	10329012	Europe	69.17	10494.88175
Hungary	1994	10312714	Europe	69.61	10821.25689
Hungary	1995	10295874	Europe	70.01	11000.40519
Hungary	1996	10273591	Europe	70.59	11169.78598
Hungary	1997	10244684	Europe	71.04	11712.7768
Hungary	1998	10211127	Europe	70.97	12319.40798
Hungary	1999	10172673	Europe	71.1	12874.41924
Hungary	2000	10137449	Europe	71.83	13592.35087
Hungary	2001	10109467	Europe	72.47	14185.5176
Hungary	2002	10083313	Europe	72.59	14843.93556
Hungary	2003	10057745	Europe	72.61	15506.20095
Hungary	2004	10032375	Europe	73.01	16291.19795
Hungary	2005	10006835	Europe	72.97	17014
Hungary	2007	9956108	Europe	73.338	18008.94444
Iceland	1950	142938	Europe	71.01	7750.291535
Iceland	1951	145604	Europe	71.05	7468.805837
Iceland	1952	147962	Europe	72.49	7267.688428
Iceland	1953	151036	Europe	72.31	8211.292176
Iceland	1954	154563	Europe	73.36	8800.722567
Iceland	1955	158044	Europe	73.3	9458.671799
Iceland	1956	161358	Europe	72.98	9489.0241
Iceland	1957	165110	Europe	73.47	9244.001412
Iceland	1958	168771	Europe	73.43	9789.869797
Iceland	1959	172314	Europe	72.66	9768.93049
Iceland	1960	175860	Europe	74.09	9890.0665
Iceland	1961	178905	Europe	73.47	9724.49065
Iceland	1962	182053	Europe	73.68	10350.15906
Iceland	1963	185481	Europe	72.98	11221.63427
Iceland	1964	188847	Europe	73.57	12133.87365
Iceland	1965	192288	Europe	73.84	12794.8827
Iceland	1966	195610	Europe	73.23	13701.27415
Iceland	1967	198676	Europe	73.73	13319.89568
Iceland	1968	201245	Europe	73.94	12441.43872
Iceland	1969	202920	Europe	73.71	12659.10905
Iceland	1970	204104	Europe	73.81	13532.83678
Iceland	1971	206092	Europe	73.55	15128.82588
Iceland	1972	209275	Europe	74.46	15798.06362
Iceland	1973	212364	Europe	74.31	16670.02132
Iceland	1974	215324	Europe	74.37	17375.5854
Iceland	1975	218031	Europe	75.35	17297.44397
Iceland	1976	220133	Europe	76.71	18179.25077
Iceland	1977	221823	Europe	76.11	19654.96247
Iceland	1978	223587	Europe	76.42	20649.68327
Iceland	1979	225749	Europe	76.63	21453.7783
Iceland	1980	228161	Europe	76.66	22434.85748
Iceland	1981	230803	Europe	76.35	23121.40777
Iceland	1982	233997	Europe	76.99	23269.6075
Iceland	1983	237041	Europe	76.63	22499.89615
Iceland	1984	239498	Europe	77.43	23215.83465
Iceland	1985	241403	Europe	77.56	23821.70912
Iceland	1986	242999	Europe	78.09	25107.72219
Iceland	1987	244676	Europe	77.23	26923.20628
Iceland	1988	249885	Europe	77.08	26435.22394
Iceland	1989	252746	Europe	78.15	26317.46255
Iceland	1990	254719	Europe	77.98	26372.87842
Iceland	1991	256831	Europe	77.94	26332.62091
Iceland	1992	259012	Europe	78.77	25144.39201
Iceland	1993	261270	Europe	78.98	25030.85874
Iceland	1994	266075	Europe	79.24	25941.5378
Iceland	1995	267527	Europe	78.05	25840.48851
Iceland	1996	269000	Europe	78.84	27027.25401
Iceland	1997	271192	Europe	78.95	28061.09966
Iceland	1998	274000	Europe	79.67	29256.69932
Iceland	1999	277280	Europe	79.46	30042.93674
Iceland	2000	281043	Europe	79.72	31092.02544
Iceland	2001	284812	Europe	80.64	31830.54252
Iceland	2002	288030	Europe	80.5	31163.20196
Iceland	2003	291064	Europe	81.06	31937.00631
Iceland	2004	293966	Europe	80.95	34279.1786
Iceland	2005	296737	Europe	81.43	35630
Iceland	2006	299388	Europe	81.12	36233.27382
Iceland	2007	301931	Europe	81.757	36180.78919
India	1952	372000000	Asia	37.373	546.5657493
India	1957	409000000	Asia	40.249	590.061996
India	1962	454000000	Asia	43.605	658.3471509
India	1967	506000000	Asia	47.193	700.7706107
India	1972	567000000	Asia	50.651	724.032527
India	1977	634000000	Asia	54.208	813.337323
India	1982	708000000	Asia	56.596	855.7235377
India	1987	788000000	Asia	58.553	976.5126756
India	1992	872000000	Asia	60.223	1164.406809
India	1997	959000000	Asia	61.765	1458.817442
India	2002	1034172547	Asia	62.879	1746.769454
India	2007	1110396331	Asia	64.698	2452.210407
Indonesia	1952	82052000	Asia	37.468	749.6816546
Indonesia	1957	90124000	Asia	39.918	858.9002707
Indonesia	1962	99028000	Asia	42.518	849.2897701
Indonesia	1967	109343000	Asia	45.964	762.4317721
Indonesia	1972	121282000	Asia	49.203	1111.107907
Indonesia	1977	136725000	Asia	52.702	1382.702056
Indonesia	1982	153343000	Asia	56.159	1516.872988
Indonesia	1987	169276000	Asia	60.137	1748.356961
Indonesia	1992	184816000	Asia	62.681	2383.140898
Indonesia	1997	199278000	Asia	66.041	3119.335603
Indonesia	2002	211060000	Asia	68.588	2873.91287
Indonesia	2007	223547000	Asia	70.65	3540.651564
Iran	1952	17272000	Asia	44.869	3035.326002
Iran	1957	19792000	Asia	47.181	3290.257643
Iran	1962	22874000	Asia	49.325	4187.329802
Iran	1967	26538000	Asia	52.469	5906.731805
Iran	1972	30614000	Asia	55.234	9613.818607
Iran	1977	35480679	Asia	57.702	11888.59508
Iran	1982	43072751	Asia	59.62	7608.334602
Iran	1987	51889696	Asia	63.04	6642.881371
Iran	1992	60397973	Asia	65.742	7235.653188
Iran	1997	63327987	Asia	68.042	8263.590301
Iran	2002	66907826	Asia	69.451	9240.761975
Iran	2007	69453570	Asia	70.964	11605.71449
Iraq	1952	5441766	Asia	45.32	4129.766056
Iraq	1957	6248643	Asia	48.437	6229.333562
Iraq	1962	7240260	Asia	51.457	8341.737815
Iraq	1967	8519282	Asia	54.459	8931.459811
Iraq	1972	10061506	Asia	56.95	9576.037596
Iraq	1977	11882916	Asia	60.413	14688.23507
Iraq	1982	14173318	Asia	62.038	14517.90711
Iraq	1987	16543189	Asia	65.044	11643.57268
Iraq	1992	17861905	Asia	59.461	3745.640687
Iraq	1997	20775703	Asia	58.811	3076.239795
Iraq	2002	24001816	Asia	57.046	4390.717312
Iraq	2007	27499638	Asia	59.545	4471.061906
Ireland	1951	2959311	Europe	65.8	5069.589769
Ireland	1952	2952156	Europe	66.91	5210.280328
Ireland	1957	2878220	Europe	68.9	5599.077872
Ireland	1962	2830000	Europe	70.29	6631.597314
Ireland	1967	2900100	Europe	71.08	7655.568963
Ireland	1972	3024400	Europe	71.28	9530.772896
Ireland	1977	3271900	Europe	72.03	11150.98113
Ireland	1982	3480000	Europe	73.1	12618.32141
Ireland	1987	3539900	Europe	74.36	13872.86652
Ireland	1992	3557761	Europe	75.467	17558.81555
Ireland	1997	3667233	Europe	76.122	24521.94713
Ireland	2002	3879155	Europe	77.783	34077.04939
Ireland	2007	4109086	Europe	78.885	40675.99635
Israel	1952	1620914	Asia	65.39	4086.522128
Israel	1957	1944401	Asia	67.84	5385.278451
Israel	1962	2310904	Asia	69.39	7105.630706
Israel	1967	2693585	Asia	70.75	8393.741404
Israel	1972	3095893	Asia	71.63	12786.93223
Israel	1977	3495918	Asia	73.06	13306.61921
Israel	1982	3858421	Asia	74.45	15367.0292
Israel	1987	4203148	Asia	75.6	17122.47986
Israel	1992	4936550	Asia	76.93	18051.52254
Israel	1997	5531387	Asia	78.269	20896.60924
Israel	2002	6029529	Asia	79.696	21905.59514
Israel	2007	6426679	Asia	80.745	25523.2771
Italy	1950	47105000	Europe	65.77	4461.067193
Italy	1951	47418000	Europe	65.31	4719.636757
Italy	1952	47666000	Europe	65.94	4931.404155
Italy	1953	47957000	Europe	66.58	5222.079917
Italy	1954	48299000	Europe	67.9	5436.140736
Italy	1955	48633000	Europe	68.25	5733.705071
Italy	1956	48921000	Europe	67.64	5958.252391
Italy	1957	49182000	Europe	67.81	6248.656232
Italy	1958	49476000	Europe	68.87	6518.368168
Italy	1959	49832000	Europe	69.32	6885.772019
Italy	1960	50197600	Europe	69.21	7314.830776
Italy	1961	50523200	Europe	69.85	7820.210212
Italy	1962	50843200	Europe	69.24	8243.58234
Italy	1963	51198300	Europe	69.35	8636.90716
Italy	1964	51600200	Europe	70.4	8821.596841
Italy	1965	51987100	Europe	70.27	9011.540421
Italy	1966	52331600	Europe	71.02	9503.610165
Italy	1967	52667100	Europe	71.06	10022.40131
Italy	1968	52986600	Europe	70.88	10694.07481
Italy	1969	53317000	Europe	70.9	11274.39824
Italy	1970	53661100	Europe	71.66	11788.23346
Italy	1971	54005500	Europe	71.91	11939.21503
Italy	1972	54365564	Europe	72.19	12269.27378
Italy	1973	54796843	Europe	72.13	13133.74758
Italy	1974	55226259	Europe	72.85	13614.98029
Italy	1975	55571894	Europe	72.76	13160.78533
Italy	1976	55838536	Europe	73.11	14021.92932
Italy	1977	56059245	Europe	73.48	14255.98475
Italy	1978	56240143	Europe	73.83	14831.3966
Italy	1979	56367710	Europe	74.16	15712.13998
Italy	1980	56451247	Europe	74.12	16201.88298
Italy	1981	56502489	Europe	74.51	16362.80286
Italy	1982	56535636	Europe	74.98	16537.4835
Italy	1983	56630129	Europe	74.8	16717.44341
Italy	1984	56696963	Europe	75.56	17530.69389
Italy	1985	56731215	Europe	75.67	18078.9509
Italy	1986	56733833	Europe	76	18479.36644
Italy	1987	56729703	Europe	76.42	19207.23482
Italy	1988	56734027	Europe	76.6	20293.85091
Italy	1989	56737529	Europe	77	21166.47838
Italy	1990	56742886	Europe	77.06	21561.42044
Italy	1991	56747462	Europe	77.07	21755.39858
Italy	1992	56840847	Europe	77.44	22013.64486
Italy	1993	57026746	Europe	77.72	21826.21878
Italy	1994	57179460	Europe	77.94	22471.2282
Italy	1995	57274531	Europe	78.19	23680.30912
Italy	1996	57367032	Europe	78.51	23897.55367
Italy	1997	57479469	Europe	78.82	24675.02446
Italy	1998	57550318	Europe	78.92	25409.99448
Italy	1999	57603634	Europe	79.31	26128.82464
Italy	2000	57719337	Europe	79.72	27160.46843
Italy	2001	57844924	Europe	80	27779.73034
Italy	2002	57926999	Europe	80.24	27968.09817
Italy	2003	57998353	Europe	80.32	27839.64196
Italy	2004	58057477	Europe	81.18	27887.57345
Italy	2007	58147733	Europe	80.546	28569.7197
Jamaica	1952	1426095	Americas	58.53	2898.530881
Jamaica	1957	1535090	Americas	62.61	4756.525781
Jamaica	1962	1665128	Americas	65.61	5246.107524
Jamaica	1967	1861096	Americas	67.51	6124.703451
Jamaica	1972	1997616	Americas	69	7433.889293
Jamaica	1977	2156814	Americas	70.11	6650.195573
Jamaica	1982	2298309	Americas	71.21	6068.05135
Jamaica	1987	2326606	Americas	71.77	6351.237495
Jamaica	1992	2378618	Americas	71.766	7404.923685
Jamaica	1997	2531311	Americas	72.262	7121.924704
Jamaica	2002	2664659	Americas	72.047	6994.774861
Jamaica	2007	2780132	Americas	72.567	7320.880262
Japan	1950	83805000	Asia	59.3	2644.585447
Japan	1951	85163848	Asia	60.99	2926.689586
Japan	1952	86459025	Asia	63.03	3216.956347
Japan	1953	87655163	Asia	63.37	3406.853094
Japan	1954	88753892	Asia	64.61	3554.902815
Japan	1955	89815060	Asia	65.77	3814.965272
Japan	1956	90766211	Asia	65.63	4058.838069
Japan	1957	91563009	Asia	65.5	4317.694365
Japan	1958	92388772	Asia	67.12	4528.38594
Japan	1959	93296566	Asia	67.51	4893.312509
Japan	1960	94091638	Asia	67.8	5488.805469
Japan	1961	94943293	Asia	68.45	6094.424202
Japan	1962	95831757	Asia	68.73	6576.649461
Japan	1963	96811940	Asia	69.81	7061.483649
Japan	1964	97826267	Asia	70.28	7803.680953
Japan	1965	98882534	Asia	70.33	8170.007443
Japan	1966	99790308	Asia	71.14	8957.28044
Japan	1967	100825279	Asia	71.43	9847.788607
Japan	1968	101960672	Asia	71.75	10991.99599
Japan	1969	103171831	Asia	71.98	12218.47929
Japan	1970	104344973	Asia	72.07	13374.86201
Japan	1971	105696786	Asia	72.89	13824.23536
Japan	1972	107188273	Asia	73.42	14778.78636
Japan	1973	108706797	Asia	73.48	15742.87517
Japan	1974	110162302	Asia	73.91	15344.57125
Japan	1975	111573116	Asia	74.41	15618.92782
Japan	1976	112774841	Asia	74.81	16066.66829
Japan	1977	113872473	Asia	75.38	16610.37701
Japan	1978	114912911	Asia	75.7	17327.75913
Japan	1979	115890431	Asia	76.21	18123.89211
Japan	1980	116807309	Asia	76.19	18488.25746
Japan	1981	117648092	Asia	76.6	18938.11132
Japan	1982	118454974	Asia	77.11	19384.10571
Japan	1983	119269949	Asia	77.14	19698.72425
Japan	1984	120034697	Asia	77.54	20339.95264
Japan	1985	120754335	Asia	77.84	21109.16097
Japan	1986	121491913	Asia	78.26	21588.49152
Japan	1987	122091325	Asia	78.67	22375.94189
Japan	1988	122613000	Asia	78.58	23661.03654
Japan	1989	123107500	Asia	79.02	24704.53408
Japan	1990	123537399	Asia	79.04	25870.13512
Japan	1991	123946268	Asia	79.31	26648.76575
Japan	1992	124329269	Asia	79.36	26824.89511
Japan	1993	124668019	Asia	79.51	26818.24098
Japan	1994	125014050	Asia	79.91	27037.82807
Japan	1995	125341354	Asia	79.76	27509.08014
Japan	1996	125645311	Asia	80.46	28385.15847
Japan	1997	125956499	Asia	80.69	28816.58499
Japan	1998	126246096	Asia	80.77	27904.67521
Japan	1999	126494403	Asia	80.74	27809.60299
Japan	2000	126699784	Asia	81.35	28559.60016
Japan	2001	126891645	Asia	81.7	28569.05491
Japan	2002	127065841	Asia	82	28604.5919
Japan	2003	127214499	Asia	82.07	29073.61233
Japan	2004	127333002	Asia	82.36	29742.04613
Japan	2005	127417244	Asia	82.27	30290
Japan	2006	127463611	Asia	82.67	31001.71797
Japan	2007	127467972	Asia	82.603	31656.06806
Jordan	1952	607914	Asia	43.158	1546.907807
Jordan	1957	746559	Asia	45.669	1886.080591
Jordan	1962	933559	Asia	48.126	2348.009158
Jordan	1967	1255058	Asia	51.629	2741.796252
Jordan	1972	1613551	Asia	56.528	2110.856309
Jordan	1977	1937652	Asia	61.134	2852.351568
Jordan	1982	2347031	Asia	63.739	4161.415959
Jordan	1987	2820042	Asia	65.869	4448.679912
Jordan	1992	3867409	Asia	68.015	3431.593647
