continent	country	year	lifeExp
Asia	Japan	1998	80.77
Asia	Japan	1999	80.74
Asia	Japan	2000	81.35
Asia	Japan	2001	81.7
Asia	Japan	2002	82
Asia	Japan	2003	82.07
Asia	Japan	2004	82.36
Asia	Japan	2005	82.27
Asia	Japan	2006	82.67
Asia	Japan	2007	82.603
Asia	Jordan	1952	43.158
Asia	Jordan	1957	45.669
Asia	Jordan	1962	48.126
Asia	Jordan	1967	51.629
Asia	Jordan	1972	56.528
Asia	Jordan	1977	61.134
Asia	Jordan	1982	63.739
Asia	Jordan	1987	65.869
Asia	Jordan	1992	68.015
Asia	Jordan	1997	69.772
Asia	Jordan	2002	71.263
Asia	Jordan	2007	72.535
FSU	Kazakhstan	1952	55.029
FSU	Kazakhstan	1957	57.189
FSU	Kazakhstan	1962	59.349
FSU	Kazakhstan	1967	61.506
FSU	Kazakhstan	1972	63.12
FSU	Kazakhstan	1977	64.192
FSU	Kazakhstan	1982	65.787
FSU	Kazakhstan	1987	67.408
FSU	Kazakhstan	1992	65.359
FSU	Kazakhstan	1997	62.959
FSU	Kazakhstan	2002	64.878
FSU	Kazakhstan	2007	66.996
Africa	Kenya	1952	42.27
Africa	Kenya	1957	44.686
Africa	Kenya	1962	47.949
Africa	Kenya	1967	50.654
Africa	Kenya	1972	53.559
Africa	Kenya	1977	56.155
Africa	Kenya	1982	58.766
Africa	Kenya	1987	59.339
Africa	Kenya	1992	59.285
Africa	Kenya	1997	54.407
Africa	Kenya	2002	50.992
Africa	Kenya	2007	54.11
Asia	Korea, Dem. Rep.	1952	50.056
Asia	Korea, Dem. Rep.	1957	54.081
Asia	Korea, Dem. Rep.	1962	56.656
Asia	Korea, Dem. Rep.	1967	59.942
Asia	Korea, Dem. Rep.	1972	63.983
Asia	Korea, Dem. Rep.	1977	67.159
Asia	Korea, Dem. Rep.	1982	69.1
Asia	Korea, Dem. Rep.	1987	70.647
Asia	Korea, Dem. Rep.	1992	69.978
Asia	Korea, Dem. Rep.	1997	67.727
Asia	Korea, Dem. Rep.	2002	66.662
Asia	Korea, Dem. Rep.	2007	67.297
Asia	Korea, Rep.	1952	47.453
Asia	Korea, Rep.	1957	52.681
Asia	Korea, Rep.	1962	55.292
Asia	Korea, Rep.	1967	57.716
Asia	Korea, Rep.	1972	62.612
Asia	Korea, Rep.	1977	64.766
Asia	Korea, Rep.	1982	67.123
Asia	Korea, Rep.	1987	69.81
Asia	Korea, Rep.	1992	72.244
Asia	Korea, Rep.	1997	74.647
Asia	Korea, Rep.	2002	77.045
Asia	Korea, Rep.	2007	78.623
Asia	Kuwait	1952	55.565
Asia	Kuwait	1957	58.033
Asia	Kuwait	1962	60.47
Asia	Kuwait	1967	64.624
Asia	Kuwait	1972	67.712
Asia	Kuwait	1977	69.343
Asia	Kuwait	1982	71.309
Asia	Kuwait	1987	74.174
Asia	Kuwait	1992	75.19
Asia	Kuwait	1997	76.156
Asia	Kuwait	2002	76.904
Asia	Kuwait	2007	77.588
Asia	Kyrgyz Republic	1952	52.888
Asia	Kyrgyz Republic	1957	55.09
Asia	Kyrgyz Republic	1962	57.301
Asia	Kyrgyz Republic	1967	59.501
Asia	Kyrgyz Republic	1972	61.186
Asia	Kyrgyz Republic	1977	62.324
Asia	Kyrgyz Republic	1982	63.969
Asia	Kyrgyz Republic	1987	66.013
Asia	Kyrgyz Republic	1992	66.126
Asia	Kyrgyz Republic	1997	64.949
Asia	Kyrgyz Republic	2002	65.349
Asia	Kyrgyz Republic	2007	65.891
Asia	Lao PDR	1952	41.922
Asia	Lao PDR	1957	43.082
Asia	Lao PDR	1962	44.251
Asia	Lao PDR	1967	45.393
Asia	Lao PDR	1972	46.544
Asia	Lao PDR	1977	48
Asia	Lao PDR	1982	49.768
Asia	Lao PDR	1987	52.354
Asia	Lao PDR	1992	56.044
Asia	Lao PDR	1997	59.45
Asia	Lao PDR	2002	61.902
Asia	Lao PDR	2007	64.416
FSU	Latvia	1952	66.02
FSU	Latvia	1957	68.9
FSU	Latvia	1959	69.54
FSU	Latvia	1960	70.3
FSU	Latvia	1961	70.54
FSU	Latvia	1962	69.88
FSU	Latvia	1963	70.29
FSU	Latvia	1964	71.52
FSU	Latvia	1965	71.2
FSU	Latvia	1966	71.16
FSU	Latvia	1967	70.82
FSU	Latvia	1968	70.46
FSU	Latvia	1969	70.2
FSU	Latvia	1970	70.22
FSU	Latvia	1971	70.57
FSU	Latvia	1972	70.25
FSU	Latvia	1973	70.2
FSU	Latvia	1974	70.11
FSU	Latvia	1975	69.28
FSU	Latvia	1976	69.41
FSU	Latvia	1977	69.45
FSU	Latvia	1978	69.35
FSU	Latvia	1979	68.87
FSU	Latvia	1980	69.19
FSU	Latvia	1981	69.13
FSU	Latvia	1982	69.71
FSU	Latvia	1983	69.47
FSU	Latvia	1984	69.51
FSU	Latvia	1985	69.63
FSU	Latvia	1986	71.01
FSU	Latvia	1987	71.05
FSU	Latvia	1988	70.99
FSU	Latvia	1989	70.46
FSU	Latvia	1990	69.51
FSU	Latvia	1991	69.24
FSU	Latvia	1992	68.57
FSU	Latvia	1993	66.78
FSU	Latvia	1994	65.53
FSU	Latvia	1995	66.33
FSU	Latvia	1996	68.93
FSU	Latvia	1997	69.56
FSU	Latvia	1998	69.2
FSU	Latvia	1999	69.99
FSU	Latvia	2000	70.56
FSU	Latvia	2001	70.32
FSU	Latvia	2002	70.68
FSU	Latvia	2003	71.17
FSU	Latvia	2004	71.51
FSU	Latvia	2005	71.25
FSU	Latvia	2007	72.674
Asia	Lebanon	1952	55.928
Asia	Lebanon	1957	59.489
Asia	Lebanon	1962	62.094
Asia	Lebanon	1967	63.87
Asia	Lebanon	1972	65.421
Asia	Lebanon	1977	66.099
Asia	Lebanon	1982	66.983
Asia	Lebanon	1987	67.926
Asia	Lebanon	1992	69.292
Asia	Lebanon	1997	70.265
Asia	Lebanon	2002	71.028
Asia	Lebanon	2007	71.993
Africa	Lesotho	1952	42.138
Africa	Lesotho	1957	45.047
Africa	Lesotho	1962	47.747
Africa	Lesotho	1967	48.492
Africa	Lesotho	1972	49.767
Africa	Lesotho	1977	52.208
Africa	Lesotho	1982	55.078
Africa	Lesotho	1987	57.18
Africa	Lesotho	1992	59.685
Africa	Lesotho	1997	55.558
Africa	Lesotho	2002	44.593
Africa	Lesotho	2007	42.592
Africa	Liberia	1952	38.48
Africa	Liberia	1957	39.486
Africa	Liberia	1962	40.502
Africa	Liberia	1967	41.536
Africa	Liberia	1972	42.614
Africa	Liberia	1977	43.764
Africa	Liberia	1982	44.852
Africa	Liberia	1987	46.027
Africa	Liberia	1992	40.802
Africa	Liberia	1997	42.221
Africa	Liberia	2002	43.753
Africa	Liberia	2007	45.678
Africa	Libya	1950	42.723
Africa	Libya	1952	42.723
Africa	Libya	1957	45.289
Africa	Libya	1962	47.808
Africa	Libya	1967	50.227
Africa	Libya	1972	52.773
Africa	Libya	1977	57.442
Africa	Libya	1982	62.155
Africa	Libya	1987	66.234
Africa	Libya	1992	68.755
Africa	Libya	1997	71.555
Africa	Libya	2002	72.737
Africa	Libya	2007	73.952
FSU	Lithuania	1952	64.8
FSU	Lithuania	1957	67.78
FSU	Lithuania	1959	67.63
FSU	Lithuania	1960	70.28
FSU	Lithuania	1961	70.47
FSU	Lithuania	1962	69.4
FSU	Lithuania	1963	70.58
FSU	Lithuania	1964	71.94
FSU	Lithuania	1965	71.69
FSU	Lithuania	1966	71.85
FSU	Lithuania	1967	71.92
FSU	Lithuania	1968	71.61
FSU	Lithuania	1969	71.22
FSU	Lithuania	1970	71.08
FSU	Lithuania	1971	72.02
FSU	Lithuania	1972	71.26
FSU	Lithuania	1973	71.61
FSU	Lithuania	1974	71.54
FSU	Lithuania	1975	71.15
FSU	Lithuania	1976	71.29
FSU	Lithuania	1977	71.04
FSU	Lithuania	1978	70.83
FSU	Lithuania	1979	70.7
FSU	Lithuania	1980	70.68
FSU	Lithuania	1981	70.66
FSU	Lithuania	1982	71.06
FSU	Lithuania	1983	70.98
FSU	Lithuania	1984	70.49
FSU	Lithuania	1985	70.65
FSU	Lithuania	1986	72.33
FSU	Lithuania	1987	72.14
FSU	Lithuania	1988	71.98
FSU	Lithuania	1989	71.65
FSU	Lithuania	1990	71.37
FSU	Lithuania	1991	70.54
FSU	Lithuania	1992	70.4
FSU	Lithuania	1993	69.01
FSU	Lithuania	1994	68.58
FSU	Lithuania	1995	69.02
FSU	Lithuania	1996	70.14
FSU	Lithuania	1997	70.98
FSU	Lithuania	1998	71.31
FSU	Lithuania	1999	71.69
FSU	Lithuania	2000	72.14
FSU	Lithuania	2001	71.74
FSU	Lithuania	2002	71.93
FSU	Lithuania	2003	72.18
FSU	Lithuania	2004	72.14
FSU	Lithuania	2005	71.56
FSU	Lithuania	2007	72.962
Europe	Luxembourg	1950	65.7472
Europe	Luxembourg	1952	65.92
Europe	Luxembourg	1957	67.47
Europe	Luxembourg	1960	69.07
Europe	Luxembourg	1961	69.57
Europe	Luxembourg	1962	68.67
Europe	Luxembourg	1963	68.89
Europe	Luxembourg	1964	69.07
Europe	Luxembourg	1965	69.4
Europe	Luxembourg	1966	69.31
Europe	Luxembourg	1967	69.69
Europe	Luxembourg	1968	70.28
Europe	Luxembourg	1969	69.84
Europe	Luxembourg	1970	69.58
Europe	Luxembourg	1971	69.47
Europe	Luxembourg	1972	70.71
Europe	Luxembourg	1973	70.47
Europe	Luxembourg	1974	70.55
Europe	Luxembourg	1975	70.52
Europe	Luxembourg	1976	70.47
Europe	Luxembourg	1977	71.76
Europe	Luxembourg	1978	71.71
Europe	Luxembourg	1979	72.41
Europe	Luxembourg	1980	72.59
Europe	Luxembourg	1981	72.38
Europe	Luxembourg	1982	72.47
Europe	Luxembourg	1983	73.35
Europe	Luxembourg	1984	73.11
Europe	Luxembourg	1985	73.68
Europe	Luxembourg	1986	74.61
Europe	Luxembourg	1987	74.15
Europe	Luxembourg	1988	74.75
Europe	Luxembourg	1989	74.68
Europe	Luxembourg	1990	75.4
Europe	Luxembourg	1991	75.47
Europe	Luxembourg	1992	75.17
Europe	Luxembourg	1993	75.75
Europe	Luxembourg	1994	76.37
Europe	Luxembourg	1995	76.48
Europe	Luxembourg	1996	76.5
Europe	Luxembourg	1997	76.82
Europe	Luxembourg	1998	77.01
Europe	Luxembourg	1999	77.68
Europe	Luxembourg	2000	77.83
Europe	Luxembourg	2001	77.96
Europe	Luxembourg	2002	78.09
Europe	Luxembourg	2003	77.96
Europe	Luxembourg	2004	79.27
Europe	Luxembourg	2005	79.57
Asia	Macao, China	1952	53.95
Asia	Macao, China	1957	56.99
Asia	Macao, China	1962	61.03
Asia	Macao, China	1967	65
Asia	Macao, China	1972	66.42
Asia	Macao, China	1977	69.43
Asia	Macao, China	1982	74.03
Asia	Macao, China	1987	76.04
Asia	Macao, China	1992	77.3
Asia	Macao, China	1997	78.809
Asia	Macao, China	2002	79.982
Asia	Macao, China	2007	80.718
Africa	Madagascar	1952	36.681
Africa	Madagascar	1957	38.865
Africa	Madagascar	1962	40.848
Africa	Madagascar	1967	42.881
Africa	Madagascar	1972	44.851
Africa	Madagascar	1977	46.881
Africa	Madagascar	1982	48.969
Africa	Madagascar	1987	49.35
Africa	Madagascar	1992	52.214
Africa	Madagascar	1997	54.978
Africa	Madagascar	2002	57.286
Africa	Madagascar	2007	59.443
Africa	Malawi	1952	36.256
Africa	Malawi	1957	37.207
Africa	Malawi	1962	38.41
Africa	Malawi	1967	39.487
Africa	Malawi	1972	41.766
Africa	Malawi	1977	43.767
Africa	Malawi	1982	45.642
Africa	Malawi	1987	47.457
Africa	Malawi	1992	49.42
Africa	Malawi	1997	47.495
Africa	Malawi	2002	45.009
Africa	Malawi	2007	48.303
Asia	Malaysia	1952	48.463
Asia	Malaysia	1957	52.102
Asia	Malaysia	1962	55.737
Asia	Malaysia	1967	59.371
Asia	Malaysia	1972	63.01
Asia	Malaysia	1977	65.256
Asia	Malaysia	1982	68
Asia	Malaysia	1987	69.5
Asia	Malaysia	1992	70.693
Asia	Malaysia	1997	71.938
Asia	Malaysia	2002	73.044
Asia	Malaysia	2007	74.241
	Maldives	1952	38.88
	Maldives	1957	42.01
	Maldives	1962	45.15
	Maldives	1967	48.3
	Maldives	1972	51.44
	Maldives	1977	54.58
	Maldives	1982	57.137
	Maldives	1987	59.637
	Maldives	1992	60.989
	Maldives	1997	63.413
	Maldives	2002	65.584
	Maldives	2007	68.464
Africa	Mali	1952	33.685
Africa	Mali	1957	35.307
Africa	Mali	1962	36.936
Africa	Mali	1967	38.487
Africa	Mali	1972	39.977
Africa	Mali	1977	41.714
Africa	Mali	1982	43.916
Africa	Mali	1987	46.364
Africa	Mali	1992	48.388
Africa	Mali	1997	49.903
Africa	Mali	2002	51.818
Africa	Mali	2007	54.467
Europe	Malta	1952	65.944
Europe	Malta	1957	68.136
Europe	Malta	1962	68.896
Europe	Malta	1967	69.456
Europe	Malta	1972	70.648
Europe	Malta	1977	72.167
Europe	Malta	1982	73.547
Europe	Malta	1987	75.039
Europe	Malta	1992	76.274
Europe	Malta	1997	77.402
Europe	Malta	2002	78.617
Europe	Malta	2007	79.44
	Martinique	1952	56.582
	Martinique	1957	60.763
	Martinique	1962	64.195
	Martinique	1967	66.71
	Martinique	1972	69.158
	Martinique	1977	71.751
	Martinique	1982	73.731
	Martinique	1987	75.403
	Martinique	1992	76.385
	Martinique	1997	77.683
	Martinique	2002	78.783
	Martinique	2007	79.547
Africa	Mauritania	1952	40.543
Africa	Mauritania	1957	42.338
Africa	Mauritania	1962	44.248
Africa	Mauritania	1967	46.289
Africa	Mauritania	1972	48.437
Africa	Mauritania	1977	50.852
Africa	Mauritania	1982	53.599
Africa	Mauritania	1987	56.145
Africa	Mauritania	1992	58.333
Africa	Mauritania	1997	60.43
Africa	Mauritania	2002	62.247
Africa	Mauritania	2007	64.164
Africa	Mauritius	1952	50.986
Africa	Mauritius	1957	58.089
Africa	Mauritius	1962	60.246
Africa	Mauritius	1967	61.557
Africa	Mauritius	1972	62.944
Africa	Mauritius	1977	64.93
Africa	Mauritius	1982	66.711
Africa	Mauritius	1987	68.74
Africa	Mauritius	1992	69.745
Africa	Mauritius	1997	70.736
Africa	Mauritius	2002	71.954
Africa	Mauritius	2007	72.801
Americas	Mexico	1950	49.6
Americas	Mexico	1952	50.789
Americas	Mexico	1957	55.19
Americas	Mexico	1962	58.299
Americas	Mexico	1967	60.11
Americas	Mexico	1972	62.361
Americas	Mexico	1977	65.032
Americas	Mexico	1982	67.405
Americas	Mexico	1987	69.498
Americas	Mexico	1992	71.455
Americas	Mexico	1997	73.67
Americas	Mexico	2002	74.902
Americas	Mexico	2007	76.195
	Micronesia, Fed. Sts.	1952	54.576
	Micronesia, Fed. Sts.	1957	56.566
	Micronesia, Fed. Sts.	1962	58.551
	Micronesia, Fed. Sts.	1967	60.541
	Micronesia, Fed. Sts.	1972	62.599
	Micronesia, Fed. Sts.	1977	64.693
	Micronesia, Fed. Sts.	1982	65.328
	Micronesia, Fed. Sts.	1987	65.883
	Micronesia, Fed. Sts.	1992	66.443
	Micronesia, Fed. Sts.	1997	67.056
	Micronesia, Fed. Sts.	2002	67.573
	Micronesia, Fed. Sts.	2007	68.534
Europe	Moldova	1950	58.4
Europe	Moldova	1952	58.4
Europe	Moldova	1957	60.5
Europe	Moldova	1962	62.3
Europe	Moldova	1967	64.2
Europe	Moldova	1972	64.8
Europe	Moldova	1977	64.8
Europe	Moldova	1982	65.006
Europe	Moldova	1987	67.554
Europe	Moldova	1992	67.276
Europe	Moldova	1997	66.75
Europe	Moldova	2002	67.922
Europe	Moldova	2007	68.865
Asia	Mongolia	1952	42.244
Asia	Mongolia	1957	45.248
Asia	Mongolia	1962	48.251
Asia	Mongolia	1967	51.253
Asia	Mongolia	1972	53.754
Asia	Mongolia	1977	55.491
Asia	Mongolia	1982	57.489
Asia	Mongolia	1987	60.222
Asia	Mongolia	1992	61.271
Asia	Mongolia	1997	63.625
Asia	Mongolia	2002	65.033
Asia	Mongolia	2007	66.803
Europe	Montenegro	1952	59.164
Europe	Montenegro	1957	61.448
Europe	Montenegro	1962	63.728
Europe	Montenegro	1967	67.178
Europe	Montenegro	1972	70.636
Europe	Montenegro	1977	73.066
Europe	Montenegro	1982	74.101
Europe	Montenegro	1987	74.865
Europe	Montenegro	1992	75.435
Europe	Montenegro	1997	75.445
Europe	Montenegro	2002	73.981
Europe	Montenegro	2007	74.543
Africa	Morocco	1952	42.873
Africa	Morocco	1957	45.423
Africa	Morocco	1962	47.924
Africa	Morocco	1967	50.335
Africa	Morocco	1972	52.862
Africa	Morocco	1977	55.73
Africa	Morocco	1982	59.65
Africa	Morocco	1987	62.677
Africa	Morocco	1992	65.393
Africa	Morocco	1997	67.66
Africa	Morocco	2002	69.615
Africa	Morocco	2007	71.164
Africa	Mozambique	1952	31.286
Africa	Mozambique	1957	33.779
Africa	Mozambique	1962	36.161
Africa	Mozambique	1967	38.113
Africa	Mozambique	1972	40.328
Africa	Mozambique	1977	42.495
Africa	Mozambique	1982	42.795
Africa	Mozambique	1987	42.861
Africa	Mozambique	1992	44.284
Africa	Mozambique	1997	46.344
Africa	Mozambique	2002	44.026
Africa	Mozambique	2007	42.082
Asia	Myanmar	1952	36.319
Asia	Myanmar	1957	41.905
Asia	Myanmar	1962	45.108
Asia	Myanmar	1967	49.379
Asia	Myanmar	1972	53.07
Asia	Myanmar	1977	56.059
Asia	Myanmar	1982	58.056
Asia	Myanmar	1987	58.339
Asia	Myanmar	1992	59.32
Asia	Myanmar	1997	60.328
Asia	Myanmar	2002	59.908
Asia	Myanmar	2007	62.069
Africa	Namibia	1952	41.725
Africa	Namibia	1957	45.226
Africa	Namibia	1962	48.386
Africa	Namibia	1967	51.159
Africa	Namibia	1972	53.867
Africa	Namibia	1977	56.437
Africa	Namibia	1982	58.968
Africa	Namibia	1987	60.835
Africa	Namibia	1992	61.999
Africa	Namibia	1997	58.909
Africa	Namibia	2002	51.479
Africa	Namibia	2007	52.906
Asia	Nepal	1952	36.157
Asia	Nepal	1957	37.686
Asia	Nepal	1962	39.393
Asia	Nepal	1967	41.472
Asia	Nepal	1972	43.971
Asia	Nepal	1977	46.748
Asia	Nepal	1982	49.594
Asia	Nepal	1987	52.537
Asia	Nepal	1992	55.727
Asia	Nepal	1997	59.426
Asia	Nepal	2002	61.34
Asia	Nepal	2007	63.785
Europe	Netherlands	1950	71.45
Europe	Netherlands	1951	71.51
Europe	Netherlands	1952	72.13
Europe	Netherlands	1953	71.71
Europe	Netherlands	1954	72.4
Europe	Netherlands	1955	72.52
Europe	Netherlands	1956	72.54
Europe	Netherlands	1957	72.99
Europe	Netherlands	1958	73.15
Europe	Netherlands	1959	73.19
Europe	Netherlands	1960	73.37
Europe	Netherlands	1961	73.56
Europe	Netherlands	1962	73.23
Europe	Netherlands	1963	73.35
Europe	Netherlands	1964	73.73
Europe	Netherlands	1965	73.6
Europe	Netherlands	1966	73.55
Europe	Netherlands	1967	73.82
Europe	Netherlands	1968	73.63
Europe	Netherlands	1969	73.54
Europe	Netherlands	1970	73.6
Europe	Netherlands	1971	73.84
Europe	Netherlands	1972	73.75
Europe	Netherlands	1973	74.2
Europe	Netherlands	1974	74.59
Europe	Netherlands	1975	74.52
Europe	Netherlands	1976	74.65
Europe	Netherlands	1977	75.24
Europe	Netherlands	1978	75.15
Europe	Netherlands	1979	75.63
Europe	Netherlands	1980	75.76
Europe	Netherlands	1981	75.97
Europe	Netherlands	1982	76.05
Europe	Netherlands	1983	76.25
Europe	Netherlands	1984	76.32
Europe	Netherlands	1985	76.38
Europe	Netherlands	1986	76.36
Europe	Netherlands	1987	76.83
Europe	Netherlands	1988	77.03
Europe	Netherlands	1989	76.87
Europe	Netherlands	1990	77.05
Europe	Netherlands	1991	77.21
Europe	Netherlands	1992	77.42
Europe	Netherlands	1993	77.11
Europe	Netherlands	1994	77.6
Europe	Netherlands	1995	77.64
Europe	Netherlands	1996	77.65
Europe	Netherlands	1997	78.03
Europe	Netherlands	1998	78.12
Europe	Netherlands	1999	78.07
Europe	Netherlands	2000	78.24
Europe	Netherlands	2001	78.45
Europe	Netherlands	2002	78.53
Europe	Netherlands	2003	78.79
Europe	Netherlands	2004	79.38
Europe	Netherlands	2005	79.65
Europe	Netherlands	2006	80
Europe	Netherlands	2007	79.762
	Netherlands Antilles	1952	60.47
	Netherlands Antilles	1957	64.41
	Netherlands Antilles	1962	66.6
	Netherlands Antilles	1967	68.3
	Netherlands Antilles	1972	70.4
	Netherlands Antilles	1977	72.12
	Netherlands Antilles	1982	73.75
	Netherlands Antilles	1987	74.5
	Netherlands Antilles	1992	74.468
	Netherlands Antilles	1997	74.579
	Netherlands Antilles	2002	74.996
	Netherlands Antilles	2007	75.112
	New Caledonia	1952	51.35
	New Caledonia	1957	52.8
	New Caledonia	1962	58.18
	New Caledonia	1967	60.18
	New Caledonia	1972	61.2
	New Caledonia	1977	65.75
	New Caledonia	1982	68.35
	New Caledonia	1987	69.98
	New Caledonia	1992	71.48
	New Caledonia	1997	72.723
	New Caledonia	2002	75.082
	New Caledonia	2007	76.058
Oceania	New Zealand	1950	69.29
Oceania	New Zealand	1951	69.16
Oceania	New Zealand	1952	69.39
Oceania	New Zealand	1953	70.24
Oceania	New Zealand	1954	70.35
Oceania	New Zealand	1955	70.48
Oceania	New Zealand	1956	70.74
Oceania	New Zealand	1957	70.26
Oceania	New Zealand	1958	70.89
Oceania	New Zealand	1959	70.8
Oceania	New Zealand	1960	71.26
Oceania	New Zealand	1961	70.98
Oceania	New Zealand	1962	71.24
Oceania	New Zealand	1963	71.31
Oceania	New Zealand	1964	71.35
Oceania	New Zealand	1965	71.28
Oceania	New Zealand	1966	71.14
Oceania	New Zealand	1967	71.52
Oceania	New Zealand	1968	71.18
Oceania	New Zealand	1969	71.55
Oceania	New Zealand	1970	71.33
Oceania	New Zealand	1971	71.78
Oceania	New Zealand	1972	71.89
Oceania	New Zealand	1973	71.75
Oceania	New Zealand	1974	72
Oceania	New Zealand	1975	72.27
Oceania	New Zealand	1976	72.47
Oceania	New Zealand	1977	72.22
Oceania	New Zealand	1978	73.11
Oceania	New Zealand	1979	73.15
Oceania	New Zealand	1980	72.95
Oceania	New Zealand	1981	73.74
Oceania	New Zealand	1982	73.84
Oceania	New Zealand	1983	73.94
Oceania	New Zealand	1984	74.49
Oceania	New Zealand	1985	73.99
Oceania	New Zealand	1986	74.24
Oceania	New Zealand	1987	74.32
Oceania	New Zealand	1988	74.6
Oceania	New Zealand	1989	75.01
Oceania	New Zealand	1990	75.56
Oceania	New Zealand	1991	76.2
Oceania	New Zealand	1992	76.33
Oceania	New Zealand	1993	76.62
Oceania	New Zealand	1994	77.07
Oceania	New Zealand	1995	76.94
Oceania	New Zealand	1996	76.98
Oceania	New Zealand	1997	77.55
Oceania	New Zealand	1998	78.37
Oceania	New Zealand	1999	78.14
Oceania	New Zealand	2000	78.9
Oceania	New Zealand	2001	78.91
Oceania	New Zealand	2002	79.11
Oceania	New Zealand	2003	79.41
Oceania	New Zealand	2007	80.204
Americas	Nicaragua	1952	42.314
Americas	Nicaragua	1957	45.432
Americas	Nicaragua	1962	48.632
Americas	Nicaragua	1967	51.884
Americas	Nicaragua	1972	55.151
Americas	Nicaragua	1977	57.47
Americas	Nicaragua	1982	59.298
Americas	Nicaragua	1987	62.008
Americas	Nicaragua	1992	65.843
Americas	Nicaragua	1997	68.426
Americas	Nicaragua	2002	70.836
Americas	Nicaragua	2007	72.899
Africa	Niger	1952	37.444
Africa	Niger	1957	38.598
Africa	Niger	1962	39.487
Africa	Niger	1967	40.118
Africa	Niger	1972	40.546
Africa	Niger	1977	41.291
Africa	Niger	1982	42.598
Africa	Niger	1987	44.555
Africa	Niger	1992	47.391
Africa	Niger	1997	51.313
Africa	Niger	2002	54.496
Africa	Niger	2007	56.867
Africa	Nigeria	1952	36.324
Africa	Nigeria	1957	37.802
Africa	Nigeria	1962	39.36
Africa	Nigeria	1967	41.04
Africa	Nigeria	1972	42.821
Africa	Nigeria	1977	44.514
Africa	Nigeria	1982	45.826
Africa	Nigeria	1987	46.886
Africa	Nigeria	1992	47.472
Africa	Nigeria	1997	47.464
Africa	Nigeria	2002	46.608
Africa	Nigeria	2007	46.859
Europe	Norway	1950	71.6
Europe	Norway	1951	72.54
Europe	Norway	1952	72.67
Europe	Norway	1953	73.15
Europe	Norway	1954	73.23
Europe	Norway	1955	73.44
Europe	Norway	1956	73.49
Europe	Norway	1957	73.44
Europe	Norway	1958	73.43
Europe	Norway	1959	73.56
Europe	Norway	1960	73.58
Europe	Norway	1961	73.59
Europe	Norway	1962	73.47
Europe	Norway	1963	73.11
Europe	Norway	1964	73.61
Europe	Norway	1965	73.73
Europe	Norway	1966	74.01
Europe	Norway	1967	74.08
Europe	Norway	1968	73.96
Europe	Norway	1969	73.67
Europe	Norway	1970	74.08
Europe	Norway	1971	74.18
Europe	Norway	1972	74.34
Europe	Norway	1973	74.43
Europe	Norway	1974	74.75
Europe	Norway	1975	74.8
Europe	Norway	1976	75.03
Europe	Norway	1977	75.37
Europe	Norway	1978	75.4
Europe	Norway	1979	75.39
Europe	Norway	1980	75.65
Europe	Norway	1981	75.84
Europe	Norway	1982	75.97
Europe	Norway	1983	76.03
Europe	Norway	1984	76.19
Europe	Norway	1985	75.9
Europe	Norway	1986	76.04
Europe	Norway	1987	75.89
Europe	Norway	1988	75.99
Europe	Norway	1989	76.33
Europe	Norway	1990	76.41
Europe	Norway	1991	76.93
Europe	Norway	1992	77.32
Europe	Norway	1993	77.28
Europe	Norway	1994	77.86
Europe	Norway	1995	77.89
Europe	Norway	1996	78.32
Europe	Norway	1997	78.32
Europe	Norway	1998	78.49
Europe	Norway	1999	78.47
Europe	Norway	2000	78.76
Europe	Norway	2001	78.98
Europe	Norway	2002	79.05
Europe	Norway	2003	79.61
Europe	Norway	2004	80.06
Europe	Norway	2005	80.29
Europe	Norway	2006	80.55
Europe	Norway	2007	80.196
Asia	Oman	1952	37.578
Asia	Oman	1957	40.08
Asia	Oman	1962	43.165
Asia	Oman	1967	46.988
Asia	Oman	1972	52.143
Asia	Oman	1977	57.367
Asia	Oman	1982	62.728
Asia	Oman	1987	67.734
Asia	Oman	1992	71.197
Asia	Oman	1997	72.499
Asia	Oman	2002	74.193
Asia	Oman	2007	75.64
Asia	Pakistan	1952	43.436
Asia	Pakistan	1957	45.557
Asia	Pakistan	1962	47.67
Asia	Pakistan	1967	49.8
Asia	Pakistan	1972	51.929
Asia	Pakistan	1977	54.043
Asia	Pakistan	1982	56.158
Asia	Pakistan	1987	58.245
Asia	Pakistan	1992	60.838
Asia	Pakistan	1997	61.818
Asia	Pakistan	2002	63.61
Asia	Pakistan	2007	65.483
Americas	Panama	1952	55.191
Americas	Panama	1957	59.201
Americas	Panama	1962	61.817
Americas	Panama	1967	64.071
Americas	Panama	1972	66.216
Americas	Panama	1977	68.681
Americas	Panama	1982	70.472
Americas	Panama	1987	71.523
Americas	Panama	1992	72.462
Americas	Panama	1997	73.738
Americas	Panama	2002	74.712
Americas	Panama	2007	75.537
	Papua New Guinea	1952	34.676
	Papua New Guinea	1957	46.076
	Papua New Guinea	1962	49.69
	Papua New Guinea	1967	49.981
	Papua New Guinea	1972	42.522
	Papua New Guinea	1977	49.253
	Papua New Guinea	1982	52.46
	Papua New Guinea	1987	53.383
	Papua New Guinea	1992	55.186
	Papua New Guinea	1997	56.153
	Papua New Guinea	2002	56.651
	Papua New Guinea	2007	57.229
Americas	Paraguay	1952	62.649
Americas	Paraguay	1957	63.196
Americas	Paraguay	1962	64.361
Americas	Paraguay	1967	64.951
Americas	Paraguay	1972	65.815
Americas	Paraguay	1977	66.353
Americas	Paraguay	1982	66.874
