Person ID,Party,Type
17A,democrat,export-administration-act-south-africa
18A,democrat,export-administration-act-south-africa
19A,democrat,export-administration-act-south-africa
20A,democrat,export-administration-act-south-africa
21A,democrat,export-administration-act-south-africa
22A,democrat,export-administration-act-south-africa
25A,republican,export-administration-act-south-africa
26A,republican,export-administration-act-south-africa
27A,republican,export-administration-act-south-africa
29A,democrat,export-administration-act-south-africa
30A,republican,export-administration-act-south-africa
31A,republican,export-administration-act-south-africa
33A,democrat,export-administration-act-south-africa
34A,republican,export-administration-act-south-africa
35A,republican,export-administration-act-south-africa
36A,democrat,export-administration-act-south-africa
38A,democrat,export-administration-act-south-africa
39A,democrat,export-administration-act-south-africa
41A,republican,export-administration-act-south-africa
43A,democrat,export-administration-act-south-africa
46A,democrat,export-administration-act-south-africa
47A,democrat,export-administration-act-south-africa
48A,democrat,export-administration-act-south-africa
49A,democrat,export-administration-act-south-africa
50A,democrat,export-administration-act-south-africa
51A,democrat,export-administration-act-south-africa
52A,democrat,export-administration-act-south-africa
53A,democrat,export-administration-act-south-africa
54A,democrat,export-administration-act-south-africa
55A,democrat,export-administration-act-south-africa
56A,republican,export-administration-act-south-africa
57A,democrat,export-administration-act-south-africa
58A,democrat,export-administration-act-south-africa
59A,republican,export-administration-act-south-africa
60A,democrat,export-administration-act-south-africa
62A,republican,export-administration-act-south-africa
63A,democrat,export-administration-act-south-africa
64A,republican,export-administration-act-south-africa
66A,republican,export-administration-act-south-africa
67A,democrat,export-administration-act-south-africa
68A,democrat,export-administration-act-south-africa
69A,republican,export-administration-act-south-africa
70A,republican,export-administration-act-south-africa
71A,republican,export-administration-act-south-africa
72A,democrat,export-administration-act-south-africa
73A,republican,export-administration-act-south-africa
74A,democrat,export-administration-act-south-africa
75A,republican,export-administration-act-south-africa
76A,democrat,export-administration-act-south-africa
77A,democrat,export-administration-act-south-africa
81A,democrat,export-administration-act-south-africa
82A,democrat,export-administration-act-south-africa
83A,democrat,export-administration-act-south-africa
84A,republican,export-administration-act-south-africa
85A,republican,export-administration-act-south-africa
86A,republican,export-administration-act-south-africa
87A,democrat,export-administration-act-south-africa
88A,democrat,export-administration-act-south-africa
89A,democrat,export-administration-act-south-africa
90A,republican,export-administration-act-south-africa
91A,democrat,export-administration-act-south-africa
92A,democrat,export-administration-act-south-africa
93A,democrat,export-administration-act-south-africa
94A,democrat,export-administration-act-south-africa
95A,democrat,export-administration-act-south-africa
96A,democrat,export-administration-act-south-africa
97A,democrat,export-administration-act-south-africa
98A,democrat,export-administration-act-south-africa
99A,democrat,export-administration-act-south-africa
100A,democrat,export-administration-act-south-africa
101A,democrat,export-administration-act-south-africa
102A,republican,export-administration-act-south-africa
103A,democrat,export-administration-act-south-africa
104A,republican,export-administration-act-south-africa
105A,democrat,export-administration-act-south-africa
106A,democrat,export-administration-act-south-africa
107A,republican,export-administration-act-south-africa
108A,democrat,export-administration-act-south-africa
109A,democrat,export-administration-act-south-africa
110A,republican,export-administration-act-south-africa
112A,democrat,export-administration-act-south-africa
113A,republican,export-administration-act-south-africa
114A,democrat,export-administration-act-south-africa
115A,republican,export-administration-act-south-africa
116A,republican,export-administration-act-south-africa
117A,republican,export-administration-act-south-africa
118A,republican,export-administration-act-south-africa
119A,republican,export-administration-act-south-africa
120A,democrat,export-administration-act-south-africa
121A,democrat,export-administration-act-south-africa
122A,republican,export-administration-act-south-africa
123A,democrat,export-administration-act-south-africa
124A,democrat,export-administration-act-south-africa
125A,democrat,export-administration-act-south-africa
128A,democrat,export-administration-act-south-africa
129A,republican,export-administration-act-south-africa
130A,democrat,export-administration-act-south-africa
131A,democrat,export-administration-act-south-africa
133A,democrat,export-administration-act-south-africa
134A,democrat,export-administration-act-south-africa
135A,democrat,export-administration-act-south-africa
136A,democrat,export-administration-act-south-africa
137A,republican,export-administration-act-south-africa
138A,republican,export-administration-act-south-africa
139A,democrat,export-administration-act-south-africa
140A,democrat,export-administration-act-south-africa
141A,republican,export-administration-act-south-africa
143A,republican,export-administration-act-south-africa
144A,republican,export-administration-act-south-africa
146A,democrat,export-administration-act-south-africa
147A,republican,export-administration-act-south-africa
148A,democrat,export-administration-act-south-africa
149A,democrat,export-administration-act-south-africa
150A,democrat,export-administration-act-south-africa
151A,democrat,export-administration-act-south-africa
152A,republican,export-administration-act-south-africa
153A,democrat,export-administration-act-south-africa
154A,democrat,export-administration-act-south-africa
155A,republican,export-administration-act-south-africa
156A,republican,export-administration-act-south-africa
161A,democrat,export-administration-act-south-africa
163A,democrat,export-administration-act-south-africa
164A,democrat,export-administration-act-south-africa
165A,republican,export-administration-act-south-africa
166A,republican,export-administration-act-south-africa
168A,democrat,export-administration-act-south-africa
169A,democrat,export-administration-act-south-africa
170A,democrat,export-administration-act-south-africa
172A,democrat,export-administration-act-south-africa
173A,republican,export-administration-act-south-africa
174A,democrat,export-administration-act-south-africa
176A,democrat,export-administration-act-south-africa
177A,democrat,export-administration-act-south-africa
178A,democrat,export-administration-act-south-africa
180A,republican,export-administration-act-south-africa
181A,republican,export-administration-act-south-africa
182A,democrat,export-administration-act-south-africa
183A,republican,export-administration-act-south-africa
184A,republican,export-administration-act-south-africa
186A,republican,export-administration-act-south-africa
187A,democrat,export-administration-act-south-africa
188A,republican,export-administration-act-south-africa
189A,republican,export-administration-act-south-africa
190A,republican,export-administration-act-south-africa
193A,democrat,export-administration-act-south-africa
194A,democrat,export-administration-act-south-africa
196A,republican,export-administration-act-south-africa
198A,democrat,export-administration-act-south-africa
199A,republican,export-administration-act-south-africa
200A,republican,export-administration-act-south-africa
202A,republican,export-administration-act-south-africa
203A,republican,export-administration-act-south-africa
204A,democrat,export-administration-act-south-africa
205A,democrat,export-administration-act-south-africa
208A,republican,export-administration-act-south-africa
209A,democrat,export-administration-act-south-africa
210A,democrat,export-administration-act-south-africa
212A,republican,export-administration-act-south-africa
213A,republican,export-administration-act-south-africa
214A,democrat,export-administration-act-south-africa
217A,republican,export-administration-act-south-africa
218A,democrat,export-administration-act-south-africa
219A,republican,export-administration-act-south-africa
220A,democrat,export-administration-act-south-africa
221A,republican,export-administration-act-south-africa
222A,democrat,export-administration-act-south-africa
223A,democrat,export-administration-act-south-africa
224A,democrat,export-administration-act-south-africa
225A,republican,export-administration-act-south-africa
226A,democrat,export-administration-act-south-africa
227A,democrat,export-administration-act-south-africa
228A,democrat,export-administration-act-south-africa
229A,democrat,export-administration-act-south-africa
230A,republican,export-administration-act-south-africa
231A,republican,export-administration-act-south-africa
232A,democrat,export-administration-act-south-africa
