spell,event,censor2,censor3,censor4,ui,reprate,logwage,tenure,disrate,slack,abolpos,explose,stateur,houshead,married,female,child,ychild,nonwhite,age,schlt12,schgt12,smsa,bluecoll,mining,constr,transp,trade,fire,services,pubadmin,year85,year87,year89,midatl,encen,wncen,southatl,escen,wscen,mountain,pacific
3,0,0,1,0,0,0.394,6.07304,1,0.014,0,0,0,5.6,1,1,0,1,0,0,48,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,1,0,0,0,0,0.52,5.65599,1,0.021,0,0,0,5.6,0,1,1,1,0,0,54,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0.52,5.78383,0,0.019,0,0,0,5.6,1,1,1,1,1,0,37,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,1,0,0,0,0,0.438,5.96615,6,0.016,1,0,1,5.6,0,1,1,0,0,0,26,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,0,0,0,1,0,0.27,6.45047,10,0.01,0,1,0,5.6,1,1,0,1,1,0,35,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,1,0.379,6.11147,9,0.013,1,0,1,5.6,0,1,1,0,0,0,56,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,1,0,0,0,0,0.52,5.29832,4,0.03,1,0,1,5.6,0,1,1,1,0,0,41,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,0,0,0,1,0,0.565,4.46591,0,0.141,1,0,0,4.3,0,0,0,0,0,0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1,0,0,0,0,0.565,5.15906,0,0.141,0,0,1,4.3,1,1,0,1,0,0,30,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0.565,5.56068,9,0.141,0,1,1,4.3,0,1,1,0,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,0,0,1,0,1,0.565,5.15906,1,0.141,1,0,0,4.3,0,0,0,0,0,0,35,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0.389,6.16752,4,0.097,0,0,1,5.8,1,1,0,1,0,0,35,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.6,5.10595,10,0.15,0,0,1,5.8,0,1,1,1,0,0,37,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.345,6.28786,2,0.086,1,0,0,5.8,1,1,0,1,0,0,38,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,0.476,5.96615,0,0.119,1,0,1,5.8,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,0,1,0,0.6,5.15906,0,0.15,1,0,1,5.8,1,1,0,1,1,0,21,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,0.445,6.03309,0,0.111,1,0,0,5.8,1,1,0,1,1,0,31,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,1,0,0,0.6,5.3799,0,0.15,1,0,0,5.8,1,0,1,0,0,0,21,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.6,5.33754,0,0.15,0,0,0,5.8,0,1,1,1,1,0,21,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6,0,0,0,1,1,0.51,5.89715,3,0.127,1,0,1,5.8,1,1,0,1,1,0,26,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.6,5.15906,0,0.15,1,0,0,5.8,1,0,0,0,0,1,25,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0.6,5.3799,0,0.15,0,0,1,5.8,0,0,1,0,0,0,35,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,0,0,0,1,1,0.476,5.96615,12,0.119,0,0,1,5.8,1,0,0,1,0,0,40,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,1,0.279,6.50129,0,0.07,0,1,0,5.8,0,1,1,1,0,0,26,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,0,0,1,0.535,5.84932,0,0.134,0,0,0,5.8,1,0,0,0,0,0,37,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,0,0,1,0.446,6.03309,2,0.111,1,0,1,5.8,1,1,0,1,0,0,35,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,0.185,6.90875,5,0.046,1,0,1,5.8,1,1,0,0,0,0,49,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,0,0.6,4.93447,0,0.15,0,0,0,5.8,0,1,1,1,1,0,31,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,0,0,0,0.6,5.62762,0,0.15,0,0,0,5.8,0,0,1,0,0,0,27,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,0,0,0,0.6,4.81218,0,0.15,1,0,0,5.8,0,0,0,0,0,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,0,0.52,4.86753,0,0.1,0,1,1,5.2,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0.52,5.15906,0,0.075,1,0,1,5.2,0,0,0,0,0,0,25,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.52,4.99721,5,0.088,0,0,1,5.2,1,1,0,1,0,0,42,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4,0,0,0,1,1,0.52,5.273,1,0.067,1,0,1,5.2,0,0,0,1,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.453,5.62762,1,0.047,0,0,0,5.2,1,1,0,1,0,0,38,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,1,0.331,5.94017,0,0.034,1,0,0,5.2,0,1,1,0,0,0,41,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
14,0,0,0,1,1,0.52,5.33754,2,0.063,1,0,0,5.2,0,1,1,1,0,0,45,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,0.18,6.55108,1,0.019,0,1,0,5.2,1,1,0,1,0,0,44,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9,0,0,0,1,1,0.181,6.54247,2,0.019,0,1,0,5.2,1,1,0,1,0,0,35,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,1,0,0,0,1,0.378,5.80814,2,0.039,1,0,0,5.2,1,1,0,1,0,0,29,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,1,0,0,1,0.264,6.16752,5,0.027,1,0,1,5.2,0,1,1,1,1,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1,0,0,0,1,0.52,5.15906,0,0.075,0,0,0,5.2,1,1,0,1,1,0,27,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.65,5.56068,2,0.216,1,0,1,5.7,1,1,0,1,0,0,50,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,0,0,1,0,1,0.65,4.46591,0,0.216,0,0,1,5.7,1,0,0,0,0,0,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0.529,5.96615,0,0.176,0,0,1,5.7,1,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,0,1,0,0,0.65,5.3799,0,0.216,1,0,0,5.7,0,0,1,0,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,0,0,0,0,1,0.567,5.89715,12,0.189,0,0,1,5.7,0,1,1,1,0,0,43,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0.65,5.15906,0,0.216,1,0,0,5.7,1,0,0,0,0,0,25,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0.65,5.69373,2,0.216,0,0,1,5.7,1,0,1,0,0,0,34,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,0,0.65,5.56068,1,0.216,1,0,0,5.7,0,0,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,0,0,0,1,0,0.65,4.86753,0,0.216,0,0,1,5.7,0,0,0,0,0,1,29,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,0,1,0,0,1,0.65,5.65599,3,0.216,0,0,0,5.7,1,0,0,0,0,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,1,0,0,0,1,0.458,6.11147,11,0.152,0,1,1,5.7,0,1,0,0,0,0,44,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,0,0,0,0,0.341,6.40523,8,0.114,0,1,0,5.7,0,1,0,1,0,0,40,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0.529,5.96615,0,0.176,0,0,1,5.7,1,0,0,0,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0.216,6.86171,8,0.072,0,0,1,5.7,1,1,0,0,0,0,55,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,0,0,1,0,1,0.5,5.3799,12,0.02,0,0,0,7.8,1,0,0,0,0,1,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,0,1,0,0,1,0.5,5.3799,3,0.02,1,0,1,7.8,1,1,0,1,1,1,27,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,0,0,0,0,0.5,4.72739,1,0.038,1,0,1,7.8,1,1,0,1,1,1,22,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13,0,0,0,1,1,0.446,5.64191,2,0.015,0,1,0,7.8,1,1,0,1,0,0,46,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0.5,5.33754,0,0.021,1,0,0,7.8,0,1,1,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4,0,0,0,1,1,0.29,6.07304,0,0.01,0,0,0,7.8,1,1,0,1,1,0,35,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14,0,0,0,1,1,0.5,4.76217,1,0.037,1,0,0,7.8,0,1,1,1,0,1,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,1,0,0,0,0,0.414,5.71703,6,0.014,0,0,0,7.8,1,1,0,1,1,0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,1,0,0,1,0.5,4.76217,8,0.037,1,0,1,7.8,0,1,1,1,0,1,29,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,1,0,0,0,0,0.251,6.21661,1,0.009,1,0,0,7.8,1,1,0,0,0,0,56,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,1,0,0,0,0,0.5,4.65396,0,0.041,0,1,0,7.8,1,0,0,0,0,0,30,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,0,0,0,1,1,0.5,5.04986,3,0.028,1,0,0,7.8,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4,1,0,0,0,0,0.398,6.12687,4,0.089,0,1,1,4,1,0,0,0,0,0,42,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,0,0,1,1,0.553,5.3799,8,0.138,0,0,1,4,1,1,0,1,1,0,33,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,0,0,1,1,0.553,5.3799,1,0.138,0,0,1,4,1,1,0,1,0,0,40,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,0,0,0,1,1,0.42,6.07304,8,0.094,1,0,1,4,1,1,0,0,0,0,55,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0.257,6.56527,0,0.057,1,0,0,4,1,1,0,0,0,0,57,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,0,1,0,0,0,0.35,6.25575,3,0.078,1,0,1,4,1,1,0,0,0,0,43,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0.42,6.07304,8,0.094,1,0,1,4,1,1,0,0,0,0,50,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,0,0,0,1,0,0.553,5.743,0,0.131,0,1,1,4,0,0,0,0,0,0,38,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,0,0,1,0,1,0.553,5.15906,0,0.138,1,0,0,4,0,0,1,0,0,0,23,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,0,0,1,0,1,0.42,6.07304,2,0.094,0,0,0,4,1,1,0,1,1,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1,0,0,0,1,0.553,5.62762,1,0.138,1,0,1,4,0,1,0,0,0,0,41,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,0,0,0,0,0.5,5.56068,8,0.2,1,0,0,7.2,1,0,0,0,0,0,26,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,1,0,0,0,0,0.299,6.40853,4,0.119,1,0,0,7.2,1,1,0,1,1,1,39,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,0,0,1,0,1,0.5,5.3799,2,0.2,1,0,0,7.2,0,1,1,0,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,1,0.5,5.71703,6,0.2,0,0,1,7.2,1,1,0,1,1,0,37,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0.5,5.3799,4,0.2,0,0,0,7.2,1,0,0,0,0,1,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0,0,0,1,1,0.5,5.39363,4,0.2,0,0,0,7.2,0,0,0,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,1,0,0,0,1,0.5,5.64545,2,0.2,1,0,1,7.2,1,0,0,0,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,1,0,0,0,0.5,5.18178,1,0.2,0,1,1,7.2,0,1,1,1,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,0,1,0,0,0,0.5,4.72739,0,0.2,0,0,0,7.2,0,1,1,0,0,0,55,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,1,0,0,0,1,0.5,5.15906,3,0.2,1,0,1,7.2,0,0,0,0,0,1,29,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1,0,0,0,1,0.5,5.56068,7,0.2,0,0,1,7.2,1,1,0,1,1,0,35,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,1,0,0,0,1,0.5,5.61677,0,0.2,0,1,0,7.2,1,0,1,0,0,0,32,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,1,0,0,0.5,5.3799,1,0.2,1,0,0,7.2,1,1,0,1,0,0,43,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,1,0,0,1,0.464,5.96615,4,0.186,1,0,1,7.2,1,1,0,1,1,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,0,1,0,0.52,5.33754,0,0.104,1,0,1,8.6,0,0,0,0,0,0,27,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,0,0,0,1,1,0.52,5.56068,13,0.083,0,0,1,8.6,1,0,0,0,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,0,0,0,1,1,0.52,5.3799,13,0.1,0,0,1,8.6,0,0,1,0,0,0,51,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,0,0,0,0,0,0.52,4.96284,0,0.152,1,0,0,8.6,0,0,0,1,0,0,21,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,0,0,0,1,1,0.52,5.49306,6,0.089,0,0,1,8.6,0,1,1,0,0,0,53,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.52,5.15906,4,0.125,0,0,1,8.6,0,1,1,0,0,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,1,0,0,0,0,0.52,4.93447,0,0.156,0,0,1,8.6,0,0,1,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5,0,0,0,1,0,0.52,4.76217,0,0.185,0,0,1,8.6,0,0,0,1,0,0,20,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,0,1,0,0,0.52,5.15906,0,0.125,0,0,0,8.6,0,0,0,1,0,0,20,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,0,1,0,0,0,0.52,5.22575,1,0.117,0,0,1,8.6,0,1,1,1,0,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0.52,4.72739,16,0.192,0,0,0,8.6,1,1,1,1,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,0,0,0,1,1,0.52,5.56068,2,0.083,1,0,0,8.6,1,1,0,1,1,0,29,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0.52,4.79579,0,0.179,0,0,0,8.6,0,1,1,1,1,0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.52,5.15906,1,0.125,1,0,0,8.6,1,1,0,0,0,0,41,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15,0,0,0,1,1,0.52,5.71703,5,0.071,1,0,1,8.6,1,1,0,1,0,0,30,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,1,0,0,0,0.5,5.3799,0,0.15,0,0,0,4.6,0,1,1,0,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,1,0,0,0,1,0.478,5.93225,0,0.143,0,0,1,4.6,1,0,1,1,0,0,34,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.416,6.07304,1,0.125,1,0,0,4.6,1,1,0,1,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,0.5,5.15906,2,0.15,0,0,0,4.6,1,1,0,1,1,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,0,1,0,0,0.208,6.76619,0,0.062,0,0,1,4.6,1,1,0,1,1,0,40,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,0.5,5.63479,1,0.15,0,0,0,4.6,1,0,1,1,0,0,32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
12,0,0,0,1,1,0.5,5.25227,7,0.15,1,0,0,4.6,0,1,1,1,0,0,47,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,0.5,5.15906,0,0.15,0,0,0,4.6,0,0,0,0,0,0,20,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5,0,1,0,0,0,0.5,4.83628,0,0.15,1,0,0,4.6,1,0,1,0,0,0,54,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,1,0.347,6.25575,0,0.104,0,0,1,4.6,0,0,0,0,0,0,31,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,0,0.5,5.15906,3,0.15,0,0,1,4.6,1,1,0,1,1,0,23,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,0,0,0,0.5,5.15906,1,0.15,0,0,1,4.6,0,1,1,1,1,1,27,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.5,5.33754,0,0.15,1,0,0,4.6,1,1,0,1,1,1,30,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.461,5.743,2,0.092,1,0,0,6.7,1,1,0,0,0,0,26,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,0,0.5,4.79579,0,0.1,0,0,0,6.7,0,1,1,1,1,0,33,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.5,4.86753,0,0.1,0,0,0,6.7,1,1,0,1,0,0,42,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.5,5.56068,1,0.1,0,0,0,6.7,1,1,0,1,1,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0.392,5.90536,6,0.078,0,0,1,6.7,0,1,1,1,0,0,33,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0.221,6.47851,1,0.044,0,1,0,6.7,1,0,0,0,0,0,34,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.474,5.71703,12,0.095,0,0,1,6.7,1,1,0,1,1,0,36,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,1,0.255,6.33505,1,0.051,1,0,0,6.7,1,0,0,0,0,0,21,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0.5,5.09987,4,0.1,0,0,1,6.7,1,0,0,0,0,0,37,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,0,0,1,1,0.5,5.29832,0,0.1,1,0,1,6.7,1,0,1,1,0,0,33,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,1,0.398,5.89164,0,0.08,0,0,0,6.7,1,0,1,1,0,0,31,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0.5,5.3799,0,0.1,0,1,0,6.7,1,0,1,0,0,0,36,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,0,0,0,1,1,0.316,6.12249,3,0.063,1,0,1,6.7,1,1,0,1,1,1,45,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,1,0.332,6.07304,0,0.066,1,0,1,6.7,1,1,0,0,0,0,61,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16,0,0,0,0,1,0.332,6.07304,4,0.066,1,0,0,6.7,1,1,0,1,0,0,35,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,0,0,1,0.5,5.273,1,0.1,1,0,0,6.7,0,1,1,0,0,0,25,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,0,1,0,0.305,6.18621,1,0.045,1,0,1,4.1,1,1,0,0,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,1,1,0.428,5.84932,2,0.063,0,0,0,4.1,1,0,1,1,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.428,5.84932,1,0.063,1,0,1,4.1,1,0,0,1,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.57,5.56068,3,0.083,1,0,0,4.1,0,1,1,1,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.285,6.25575,16,0.042,0,0,0,4.1,1,1,0,1,0,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0.222,6.50429,5,0.032,1,0,0,4.1,0,1,0,0,0,0,42,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,1,1,0.518,5.65599,12,0.076,1,0,1,4.1,0,1,1,1,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,1,0,0,0,1,0.285,6.25575,1,0.042,0,0,1,4.1,1,1,0,0,0,0,27,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,1,0,1,0.52,5.19296,14,0.01,0,0,1,2.6,0,0,0,0,0,0,60,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
